건물형태, 군구분,부대구분(관리부대),단지명,시도,시군구,읍면동,리,준공연도,공급세대,면적(15)50이하,면적(24)80이하,면적(30)100이하,면적(36)120이하,면적확인불가
아파트,육군,미사일사령부,휴먼시아 아파트(1500),경상남도,진주시,평거동,,2012,14,,,,14,
아파트,육군,미사일사령부,엠코 더 프라하(1700-1),경상남도,진주시,평거동,,2014,6,,,,6,
아파트,육군,미사일사령부,담양 일신프레뷰,전라남도,담양군,담양읍,지침리,2017,6,,,3,3,
아파트,육군,미사일사령부,담양 별해리아파트,전라남도,담양군,담양읍,백동리,2015,1,,,1,,
아파트,육군,미사일사령부,광주 우방아이유쉘,광주광역시,북구,용두동,,2018,16,,,,16,
연립,육군,군수사,칠성관사,대전광역시,유성구,지족동,,2007,6,,,,,6
아파트,육군,군수사,복정아파트,대전광역시,서구,복수동,,1982,20,20,,,,
아파트,육군,종합보급창,안락뜨란채 1단지,부산광역시,동래구,안락동,,2005,4,,,4,,
아파트,육군,종합보급창,미래로아파트,세종특별자치시,세종특별자치시,부강면,부강리,2002,192,,,192,,
아파트,육군,종합보급창,산곡동 청산 군인 아파트,인천광역시,부평구,산곡동,,1993,16,,16,,,
아파트,육군,종합정비창,칠성그린 아파트,경상남도,창원시 의창구,동읍,신방리,1996,3,,,3,,
아파트,육군,종합정비창,칠성그린 아파트,경상남도,창원시 의창구,동읍,신방리,1996,954,954,,,,
아파트,육군,종합정비창,칠성그린 연립아파트,경상남도,창원시 의창구,동읍,신방리,1996,17,,17,,,
아파트,육군,종합정비창,신항만 경남 아너스빌,경상남도,창원시 진해구,마천동,,2009,13,,,,13,
아파트,육군,종합정비창,풍림아파트,경상남도,창원시 진해구,청안동,,2000,41,,41,,,
아파트,육군,탄약사,무궁화아파트102동,대전광역시,대덕구,장동,,1998,30,,30,,,
아파트,육군,탄약사,청솔아파트,대전광역시,유성구,송강동,,1995,8,,,8,,
아파트,육군,탄약사 2탄약창,망정주공아파트(매입),경상북도,영천시,망정동,,1996,24,,24,,,
아파트,육군,탄약사 2탄약창,해피포유아파트(매입),경상북도,영천시,고경면,단포리,2007,12,,4,8,,
아파트,육군,탄약사 2탄약창,경산 보국웰리치아파트(매입),경상북도,경산시,진량읍,신상리,2005,8,,4,4,,
연립,육군,탄약사 3탄약창,101동 연립관사,충청남도,천안시 서북구,성환읍,성월리,1985,10,,10,,,
아파트,육군,탄약사 3탄약창,성환부영3차아파트,충청남도,천안시 서북구,성환읍,매주리,2006,4,,,,4,
아파트,육군,탄약사 3탄약창,쌍용주공9단지아파트,충청남도,천안시 서북구,쌍용동,,1998,8,,8,,,
아파트,육군,탄약사 5탄약창,고암두진백로아파트,충청북도,제천시,고암동,,1997,10,,10,,,
아파트,육군,탄약사 5탄약창,로즈웰아파트,충청북도,제천시,신백동,,2000,11,,11,,,
아파트,육군,탄약사 5탄약창,일동아파트,충청북도,제천시,동현동,,1997,11,,11,,,
아파트,육군,탄약사 6탄약창,두레마을 아파트,전라북도,임실군,신평면,대리,1997,25,,25,,,
아파트,육군,탄약사 7탄약창,새한아파트,충청북도,충주시,목행동,,1995,3,,3,,,
아파트,육군,탄약사 7탄약창,연수주공 4단지 아파트,충청북도,충주시,연수동,,1997,10,,10,,,
아파트,육군,탄약사 7탄약창,충성아파트,충청북도,충주시,주덕읍,삼청리,1982,20,20,,,,
아파트,육군,탄약사 8탄약창,성산아파트,충청북도,영동군,양강면,묘동리,1998,2,,2,,,
연립,육군,탄약사 8탄약창,양강마을,충청북도,영동군,양강면,묘동리,1989,8,,8,,,
아파트,육군,탄약사 9탄약창,금강매화,경상남도,창원시 의창구,소답동,,1998,9,,1,8,,
아파트,육군,탄약사 9탄약창,봉암서광,경상남도,창원시 마산회원구,봉암동,,2000,2,,,2,,
아파트,육군,탄약사 9탄약창,한일타운,경상남도,창원시 마산회원구,합성동,,2008,3,,,,3,
아파트,육군,탄약사 11탄약창,운주산아파트 나동,세종특별자치시,세종특별자치시,전의면,,1992,3,,3,,,
아파트,육군,부사관학교,BTL푸른마을 아파트,전라북도,익산시,여산면,제남리,2013,120,,,80,40,
아파트,육군,부사관학교,아름드리 아파트,전라북도,익산시,부송동,,1994,30,,30,,,
아파트,육군,부사관학교,주공 5차 아파트,전라북도,익산시,어양동,,1998,20,,20,,,
아파트,육군,부사관학교,월야아파트,충청남도,논산시,연무읍,안심리,1998,31,,31,,,
아파트,육군,육군방공학교,신동아아파트,세종특별자치시,세종특별자치시,조치원읍,죽림리,1996,1,,1,,,
아파트,육군,육군방공학교,욱일아파트,세종특별자치시,세종특별자치시,조치원읍,침산리,1996,2,,2,,,
아파트,육군,육군방공학교,네스트빌아파트,세종특별자치시,세종특별자치시,연서면,봉암리,2001,4,,1,3,,
아파트,육군,육군방공학교,청정아파트,세종특별자치시,세종특별자치시,연동면,명학리,2001,16,,16,,,
아파트,육군,육군방공학교,파크리안아파트,세종특별자치시,세종특별자치시,조치원읍,남리,2003,2,,,,2,
아파트,육군,종합행정학교,남성대힐스테이트,충청북도,영동군,영동읍,부용리,2011,194,,55,60,79,
아파트,육군,육군항공학교,한청아파트,충청남도,논산시,반월동,,2002,10,,10,,,
아파트,육군,육군항공학교,두산신성,충청남도,계룡시,엄사면,엄사리,1994,1,,1,,,
아파트,육군,육군훈련소,기산아파트,충청남도,논산시,연무읍,동산리,1997,35,,35,,,
아파트,육군,육군훈련소,놀뫼아파트,충청남도,논산시,내동,,1996,11,,11,,,
아파트,육군,육군훈련소,대림아파트,충청남도,논산시,부창동,,1997,2,,1,,1,
아파트,육군,육군훈련소,동산아파트,충청남도,논산시,연무읍,동산리,1990,54,0,54,,,
아파트,육군,육군훈련소,안심아파트,충청남도,논산시,연무읍,안심리,1985,90,90,,,,
아파트,육군,육군훈련소,월야아파트,충청남도,논산시,연무읍,안심리,1999,18,,,18,,
아파트,육군,육군훈련소,조흥로즈빌,충청남도,논산시,화지동,,2002,8,,,,8,
아파트,육군,육군훈련소,청솔아파트,충청남도,논산시,부창동,,2000,18,,18,,,
아파트,육군,육군훈련소,한청리츠빌,충청남도,논산시,반월동,,2002,1,,,,1,
아파트,육군,육군훈련소,동아아파트,충청남도,계룡시,엄사면,엄사리,1994,7,,7,,,
아파트,육군,육군훈련소,두산신성아파트,충청남도,계룡시,엄사면,엄사리,1994,1,,,,1,
연립,육군,군수교,일반관사 1~4호,강원도,홍천군,홍천읍,결운리,2004,4,,,4,,
연립,육군,군수교,늘푸른아파트,경기도,가평군,가평읍,,1993,8,,8,,,
연립,육군,군수교,춘천민영아파트,강원도,춘천시,퇴계동,,1999,6,,6,,,
연립,육군,육군정보학교,B관사,경기도,이천시,장호원읍,이황리,1990,2,,2,,,
아파트,육군,육군정보학교,대명늘푸른아파트 102동,강원도,속초시,미시령로,3337번길 7,2000,1,,1,,,
아파트,육군,육군정보학교,대명늘푸른아파트 104동,강원도,속초시,미시령로,3337번길 7,2000,2,,2,,,
아파트,육군,육군학생군사학교,구봉마을 5단지,대전광역시,서구,관저동,-,2000,19,0,0,0,19,0
아파트,육군,육군학생군사학교,문무아파트 1단지,충청북도,괴산군,괴산읍,서부리,2011,61,0,0,4,57,0
아파트,육군,육군학생군사학교,문무아파트 2단지,충청북도,괴산군,괴산읍,서부리,2012,101,0,0,101,0,0
아파트,육군,상무대근무지원단,상무아파트,전라남도,장성군,삼계면,사창리,1994,1044,,1018,,26,
아파트,육군,과학화전투훈련단,"응봉아파트 101, 102, 103, 104, 105동",강원도,인제군,남면,어론리,2003,150,,150,,,
아파트,육군,과학화전투훈련단,"응봉아파트 201, 202동",강원도,인제군,남면,어론리,2014,90,,90,,,
아파트,육군,60사단,월드컵 아파트 6동,경기도,고양시덕양구,동산동,,2003,30,,30,,,
아파트,육군,60사단,ROKA미르CITY,경기도,고양시덕양구,동산동,,2015,162,,42,94,26,
연립,육군,66사단,청운 빌라,경기도,가평군,가평읍,가화로,2015,6,,,,6,
아파트,육군,66사단,청운1차아파트 나동,경기도,가평군,가평읍,용추로,1994,30,,30,,,
아파트,육군,66사단,청운2차아파트,경기도,가평군,가평읍,경반안로,2019,54,,36,18,,
아파트,육군,73사단,충일 102동,경기도,남양주시,이패동,,1982,20,20,,,,
아파트,육군,73사단,충일 103동,경기도,남양주시,이패동,,1986,20,20,,,,
아파트,육군,73사단,충일 105동,경기도,남양주시,이패동,,1993,24,,24,,,
아파트,육군,73사단,충일 106동,경기도,남양주시,이패동,,1994,30,,30,,,
아파트,육군,73사단,장현주공,경기도,남양주시,진접읍,장현리,2002,6,,,,6,
아파트,육군,73사단,삼익파크힐스,경기도,남양주시,화도읍,묵현리,2003,10,,10,,,
아파트,육군,73사단,창현주공,경기도,남양주시,진접읍,장현리,1997,2,,,,2,
아파트,육군,75사단,철마아파트1동,경기도,남양주시,진접읍,진벌리,1983,15,,,15,,
아파트,육군,75사단,철마아파트2동,경기도,남양주시,진접읍,진벌리,1983,30,,30,,,
아파트,육군,75사단,크낙새아파트1동,경기도,남양주시,진접읍,팔야리,1986,15,,,15,,
아파트,육군,75사단,크낙새아파트2동,경기도,남양주시,진접읍,팔야리,1993,24,,24,,,
아파트,육군,75사단,장현주공APT,경기도,남양주시,진접읍,장현리,1999,30,,,20,10,
아파트,육군,75사단,내촌아파트,경기도,포천시,내촌면,내리,1984,26,26,,,,
아파트,육군,주한미8군 한국군지원단,극동그린아파트,서울특별시,성동구,옥수동,,1997,1,0,,1,,
아파트,육군,주한미8군 한국군지원단,노량진우성아파트,서울특별시,동작구,노량진동,,1998,1,,,1,,
아파트,육군,주한미8군 한국군지원단,진광무지개아파트,경기도,평택시,팽성읍,안정리,1997,1,,1,,,
아파트,육군,주한미8군 한국군지원단,태평아파트,경기도,평택시,고덕면,궁리,1995,6,,6,,,
아파트,육군,주한미8군 한국군지원단,삼주강변타운,경상북도,칠곡군,약목면,관호리,1994,3,3,,,,
아파트,육군,육군사관학교,육사 BTL아파트,서울특별시,노원구,공릉동,,2012,329,,135,133,61,
아파트,육군,육군사관학교,육사아파트(110동),서울특별시,노원구,공릉동,,1995,29,,29,,,
아파트,육군,육군사관학교,육사아파트(111동),서울특별시,노원구,공릉동,,1998,30,,30,,,
아파트,육군,육군3사관학교,해피포유 101~102,경상북도,영천시,고경면,단포리,2006,20,,,8,12,
아파트,해군,해군진해기지사령부,경남아너스빌,경상남도,창원시 진해구,마천동,,2009,137,,,137,,
아파트,해군,해군진해기지사령부,덕산,경상남도,창원시 진해구,자은동,,1995,520,,520,,,
아파트,해군,해군진해기지사령부,바다마을,경상남도,창원시 진해구,풍호동,,2015,500,,,310,190,
아파트,해군,해군진해기지사령부,블루빌,경상남도,창원시 진해구,신흥동,,2010,690,,90,195,405,
아파트,해군,해군진해기지사령부,시인의 마을,경상남도,창원시 진해구,태백동,,2002,48,,48,,,
아파트,해군,해군진해기지사령부,여좌동,경상남도,창원시 진해구,여좌동,,1991,200,200,,,,
아파트,해군,해군진해기지사령부,오션빌,경상남도,창원시 진해구,동상동,,2005,600,,60,255,285,
아파트,해군,해군진해기지사령부,원창베스트빌,경상남도,창원시 진해구,자은동,,2003,64,,64,,,
아파트,해군,해군진해기지사령부,인사동,경상남도,창원시 진해구,인사동,,1994,150,150,,,,
아파트,해군,해군진해기지사령부,중앙네이빌,경상남도,창원시 진해구,자은동,,2004,62,,53,9,,
아파트,해군,해군진해기지사령부,신흥동 아파트,경상남도,창원시 진해구,대영동,,1994,104,104,,,,
아파트,해군,해군진해기지사령부,평화빌라트,경상남도,창원시 진해구,근화동,,2001,41,,41,,,
아파트,해군,해군진해기지사령부,풍림아파트,경상남도,창원시 진해구,청안동,,2001,58,,58,,,
아파트,해군,해군작전사령부,광안아라빌,부산광역시,수영구,광안동,,2012,190,,55,105,30,
아파트,해군,해군작전사령부,국제아파트,부산광역시,남구,감만동,,1996,39,,39,,,
아파트,해군,해군작전사령부,낙민아라빌,부산광역시,동래구,낙민동,,2013,250,,12,130,108,
아파트,해군,해군작전사령부,롯데캐슬아인스,부산광역시,남구,용호동,,2009,57,,,34,23,
아파트,해군,해군작전사령부,삼창그린타운아파트,부산광역시,영도구,동삼동,,1997,3,,3,,,
아파트,해군,해군작전사령부,오륙도뜨란채,부산광역시,남구,용호동,,2001,118,,118,,,
아파트,해군,해군작전사령부,일신님2차아파트,부산광역시,남구,용호동,,2006,8,,,,8,
아파트,해군,1함대사령부,대동아파트,강원도,동해시,동회동,,1995,120,,60,60,,
아파트,해군,1함대사령부,대동현대아파트,강원도,동해시,동회동,,2000,6,,,,6,
아파트,해군,1함대사령부,대림아파트,강원도,동해시,발한동,,2001,69,,27,41,1,
아파트,해군,1함대사령부,대우푸르지오,강원도,동해시,평릉동,,2006,30,,,30,,
아파트,해군,1함대사령부,대창빌라트,강원도,동해시,발한동,,2000,31,,30,1,,
아파트,해군,1함대사령부,사랑 Dream,강원도,동해시,평릉동,,2012,345,,105,150,90,
아파트,해군,1함대사령부,쌍용아파트,강원도,동해시,천곡동,,2000,13,,,,13,
아파트,해군,1함대사령부,한움빌리지,강원도,동해시,천곡동,,2004,56,,,56,,
아파트,해군,1함대사령부,행복 Dream,강원도,동해시,천곡동,,2012,180,,,180,,
아파트,해군,1함대사령부 108전대,설악아파트,강원도,양양군,현북면,기사문리,1994,16,,16,,,
아파트,해군,동해합동작전지원소,거진뉴빌리지,강원도,고성군,거진읍,거진리,2009,4,,4,,,
연립,해군,제118조기경보전대,산호B동,경상북도,울릉군,울릉읍,사동리,1998,12,,12,,,
아파트,해군,제118조기경보전대,상록아파트,경상북도,울릉군,울릉읍,저동리,1987,1,,1,,,
연립,해군,1함대사령부 포항항만방어대대,매화 1동,경상북도,울진군,매화면,매화리,2006,4,,,4,,
연립,해군,1함대사령부 포항항만방어대대,매화 3동,경상북도,울진군,매화면,매화리,2006,6,,6,,,
연립,해군,1함대사령부 포항항만방어대대,죽변 관사,경상북도,울진군,죽변면,후정리,2006,8,,,8,,
아파트,해군,2함대사령부,늘푸른아파트,경기도,평택시,안중읍,현화리,1999,41,,41,,,
아파트,해군,2함대사령부,락토맨션,경기도,평택시,서정동,,2001,5,,5,,,
아파트,해군,2함대사령부,안중우림아파트,경기도,평택시,안중읍,금곡리,1999,10,,1,9,,
아파트,해군,2함대사령부,플러스빌,경기도,평택시,포승읍,석정리,2001,32,,,,32,
연립,해군,2함대사령부,해군연립관사,경기도,평택시,포승읍,원정리,1999,24,,,,24,
아파트,해군,2함대사령부,해군원정116동,경기도,평택시,포승읍,원정리,2016,70,,70,,,
아파트,해군,2함대사령부,해군원정117동,경기도,평택시,포승읍,원정리,2020,70,,70,,,
아파트,해군,2함대사령부,해군원정아파트,경기도,평택시,포승읍,원정리,1999,782,,682,100,,
아파트,해군,인천해역방어사령부,라이프맨션,인천광역시,중구,항동7가,,2001,1,,,1,,
아파트,해군,인천해역방어사령부,만수주공아파트,인천광역시,남동구,만수동,,1987,330,,330,,,
아파트,해군,인천해역방어사령부,삼호아파트,인천광역시,남동구,남촌동,,2001,25,,25,,,
아파트,해군,인천해역방어사령부,한양아파트,인천광역시,남구,용현동,,2001,2,,,2,,
아파트,해군,3함대사령부,영암 바다마을,전라남도,영암군,삼호읍,용당리,2016,112,,30,60,22,
아파트,해군,3함대사령부,근화베아체,전라남도,무안군,삼향읍,남악리,2009,40,,40,,,
아파트,해군,3함대사령부,금호어울림아파트,전라남도,목포시,석현동,,2008,39,,,,39,
아파트,해군,3함대사령부,뉴서울선샤인,전라남도,목포시,용해동,,2002,29,,29,,,
아파트,해군,3함대사령부,대송에이스빌,전라남도,목포시,산정동,,2001,29,,29,,,
아파트,해군,3함대사령부,신동아파밀리에,전라남도,무안군,삼향읍,남악리,2009,13,,,,13,
아파트,해군,3함대사령부,신안꿈동산아파트,전라남도,목포시,상동,,1996,52,,52,,,
아파트,해군,3함대사령부,신안인스빌아파트,전라남도,목포시,용해동,,2009,58,,,,58,
아파트,해군,3함대사령부,옥암코아루아파트,전라남도,목포시,옥암동,,2007,72,,,,72,
아파트,해군,3함대사령부,우미블루빌,전라남도,목포시,옥암동,,2002,6,,6,,,
아파트,해군,3함대사령부,우미오션빌,전라남도,목포시,옥암동,,2008,1,,,,1,
아파트,해군,3함대사령부,초원2차아파트,전라남도,목포시,옥암동,,1999,15,,15,,,
연립,해군,3함대사령부,해남연립관사,전라남도,해남군,산이면,덕송리,2006,8,,8,,,
아파트,해군,3함대사령부,현대아이파크,전라남도,무안군,삼향읍,남악리,2009,14,,,,14,
아파트,해군,3함대사령부 부산항만방어전대,상촌아파트,경상남도,통영시,욕지면,동항리,2007,2,,2,,,
연립,해군,3함대사령부 318대대,해군아파트,전라남도,여수시,삼산면,서도리,1990,3,,3,,,
아파트,해군,제6항공전단,문덕 17동,경상북도,포항시 남구,오천읍,,1994,30,,30,,,
아파트,해군,제6항공전단,문덕 19동,경상북도,포항시 남구,오천읍,,1994,30,,30,,,
아파트,해군,제6항공전단,문덕 21동,경상북도,포항시 남구,오천읍,,1997,50,,50,,,
아파트,해군,제6항공전단,청림 20동,경상북도,포항시 남구,청림동,,1996,32,,32,,,
연립,해군,제6항공전단,청림 21동,경상북도,포항시 남구,청림동,,1999,30,,30,,,
아파트,해군,제6항공전단,청림 BTL,경상북도,포항시 남구,청림동,,2012,96,,,92,4,
아파트,해군,제6항공전단,준양참마을,경상북도,포항시 남구,오천읍,,2001,10,,,,10,
아파트,해군,제6항공전단,청호하이츠,경상북도,포항시 남구,오천읍,,1999,43,,,43,,
아파트,해군,제6항공전단 633대대,취암모닝빌,충청남도,논산시,취암동,,2016,2,,,2,,
아파트,해군,제6항공전단 633대대,코아루아파트,충청남도,논산시,대교동,,2015,1,,1,,,
아파트,해군,제7기동전단,루체클래식,제주특별자치도,서귀포시,법환동,,2015,24,,,,24,
아파트,해군,제7기동전단,민우아파트,제주특별자치도,서귀포시,법환동,,1995,18,,18,,,
아파트,해군,제7기동전단,엘로이빌2차,제주특별자치도,서귀포시,중문동,,2015,19,,,,19,
아파트,해군,제7기동전단,온주빌리지,제주특별자치도,서귀포시,서홍동,,2015,8,,,8,,
아파트,해군,제7기동전단,이도빌리지,제주특별자치도,서귀포시,대포동,,2015,54,,32,22,,
아파트,해군,제7기동전단,지산오차드힐,제주특별자치도,서귀포시,서홍동,,2009,6,,,,6,
아파트,해군,제7기동전단,휴마루아파트,제주특별자치도,서귀포시,동홍동,,2015,18,,,9,9,
아파트,해군,제7기동전단,캐슬휘닉스3차,제주특별자치도,서귀포시,서홍동,,2015,8,,,,8,
아파트,해군,제7기동전단,마마스빌,제주특별자치도,서귀포시,중문동,,2016,8,,,8,,
아파트,해군,제7기동전단,라인스위트,제주특별자치도,서귀포시,동홍동,,2015,27,,27,,,
아파트,해군,제7기동전단,아이뜨락,제주특별자치도,서귀포시,서홍동,,2016,12,,12,,,
연립,해군,제7기동전단,제주바다빌,제주특별자치도,서귀포시,강정동,,2016,72,,32,32,8,
아파트,해군,재경근무지원대대,공덕동 삼성아파트,서울특별시,마포구,공덕동,,1999,1,,,1,,
아파트,해군,재경근무지원대대,독산동 아파트,서울특별시,금천구,독산동,,1980,160,160,,,,
아파트,해군,재경근무지원대대,바다마을 아파트,서울특별시,영등포구,신길동,,2002,410,,36,349,25,
아파트,해군,재경근무지원대대,보광동 신동아아파트,서울특별시,용산구,보광동,,1992,7,,,7,,
아파트,해군,재경근무지원대대,청화아파트,서울특별시,용산구,이태원동,,1982,2,,,1,1,
아파트,해군,재경근무지원대대,주공아파트,서울특별시,용산구,이태원동,,1993,1,,,1,,
아파트,해군,재경근무지원대대,위례 스타힐스,서울특별시,송파구,장지동,,2016,49,,23,24,2,
아파트,해군,재경근무지원대대,과천주공아파트,경기도,과천시,별양동,,1983,1,,,1,,
아파트,공군,교육사령부,집현 현대아파트 102동,경상남도,진주시,금산면,진산로675,1999,2,,,,2,
아파트,공군,교육사령부,집현 현대아파트 103동,경상남도,진주시,금산면,진산로675,1999,2,,,,2,
아파트,공군,교육사령부,집현 현대아파트 105동,경상남도,진주시,금산면,진산로675,1999,4,,,,4,
아파트,공군,교육사령부,집현 현대아파트 107동,경상남도,진주시,금산면,진산로675,1999,8,,,,8,
아파트,공군,군수사령부,스카이빌 1동,대구광역시,수성구,,효행로 25,1995,32,,32,,,
아파트,공군,군수사령부,스카이빌 2동,대구광역시,수성구,,효행로 25,1995,32,,32,,,
아파트,공군,군수사령부,스카이빌 3동,대구광역시,수성구,,효행로 25,1995,32,,32,,,
아파트,공군,군수사령부,수성누리빌,대구광역시,수성구,,국채보상로 1019,2012,3,,,,3,
아파트,공군,군수사령부,수성누리빌,대구광역시,수성구,,국채보상로 1019,2012,7,,,,7,
아파트,공군,군수사령부,수성누리빌,대구광역시,수성구,,국채보상로 1019,2012,17,,,17,,
아파트,공군,군수사령부,수성누리빌,대구광역시,수성구,,국채보상로 1019,2012,13,,13,,,
아파트,공군,군수사령부,청구맨션,대구광역시,동구,,팔공로 24길,1997,10,,,,10,
아파트,공군,군수사령부,동호영조,대구광역시,동구,,동호로 88,2003,22,,,,22,
아파트,공군,군수사령부,용계보라,대구광역시,동구,,반야월로 26,1997,54,,54,,,
아파트,공군,군수사령부,신서 그린빌,대구광역시,동구,,반야월북로 251,2001,18,,18,,,
아파트,공군,군수사령부,안아주,대구광역시,동구,,안심로 16길 29,2009,82,,,82,,
아파트,공군,군수사령부,아덴힐즈,대구광역시,동구,,동촌로 25길 69,2007,5,,,,5,
아파트,공군,군수사령부,태앙 아너스,대구광역시,동구,,복현로 105,2006,5,,,,5,
아파트,공군,군수사령부,태앙 아너스,대구광역시,동구,,복현로 105,2006,3,,3,,,
아파트,공군,방공유도탄사령부(사격지원대),명천코아루,충청남도,보령시,,주공로 99,2008,3,,,,3,
아파트,공군,방공유도탄사령부(사격지원대),성지리벨루스,충청남도,보령시,,지장골길 78,2004,4,,,4,,
아파트,공군,방공유도탄사령부(581감시대),영화블렌하임,충청북도,진천군,진천읍,농다리로 1422,2008,10,,,,10,
아파트,공군,방공유도탄사령부(581감시대),산호오크힐,충청북도,진천군,진천읍,성중로 57,2003,6,,,6,,
아파트,공군,방공유도탄사령부(582감시대),sk뷰,충청남도,보령시,,현충탑길65,2006,1,,,,1,
아파트,공군,방공유도탄사령부(582감시대),명천코아루,충청남도,보령시,,주공로99,2008,7,,,,7,
연립,공군,방공관제사령부(302대대),대율관사,경상북도,군위군,부계면,대율리,1994,18,,18,,,
아파트,공군,방공관제사령부(307대대),관사아파트,전라북도,부안군,부안읍,의상봉로 33,1994,19,,19,,,
아파트,공군,방공관제사령부(308대대),탐라빌,제주특별자치도,제주시,노형동,수덕9길 72,2001,10,,10,,,
연립,공군,방공관제사령부(308대대),대정관사,제주특별자치도,서귀포시,대정읍,상모대서로20번길71-1,1994,15,,15,,,
연립,공군,방공관제사령부(309대대),연화아파트 나동,인천광역시,옹진군,백령면,백령로 1123,2002,24,,24,,,
연립,공군,방공관제사령부(311대대),공군아파트,경상북도,봉화군,춘양면,춘양로 256,1994,12,,12,,,
연립,공군,방공관제사령부(311대대),번영빌라,경상북도,봉화군,춘양면,춘양로 245,2001,5,,,,5,
연립,공군,방공관제사령부(312대대),연립주택,경기도,양평군,옥천면,고읍로208,1998,24,,24,,,
아파트,공군,방공관제사령부(314대대),알펜로제아파트,강원도,평창군,대관령면,대관령로 187,2007,17,,,17,,
아파트,공군,방공관제사령부(314대대),힐탑아파트,강원도,평창군,대관령면, 대관령로 187,1994,2,,2,,,
연립,공군,방공관제사령부(315대대),창공아파트 다동,경기도,가평군,북면,화악산로 50 ,2005,8,,,8,,
연립,공군,방공관제사령부(315대대),창공아파트 라동,경기도,가평군,북면,화악산로 50 ,2010,12,,,12,,
아파트,공군,방공관제사령부(316대대),부자마을아파트,충청남도,천안시,성환읍,성환3로 57,2007,7,,,,7,
아파트,공군,방공관제사령부(316대대),우정에쉐르아파트,충청남도,아산시,둔포면,둔포중앙로161번길 34,2005,3,,,,3,
아파트,공군,방공관제사령부(317대대),벽산아파트,충청남도,천안시,직산읍,봉주로 107-6,1998,9,,,9,,
아파트,공군,방공관제사령부(317대대),부자마을아파트,충청남도,천안시,성환읍,성환3로 57,2007,7,,,,7,
연립,공군,방공관제사령부(319대대),천부푸르매,경상북도,울릉군,북면,천부길 79,2008,8,,8,,,
아파트,공군,방공관제사령부(1관제대),간성대명아파트,강원도,고성군,간성읍,수성로 126-5,1999,9,,,9,,
아파트,공군,방공관제사령부(1관제대),뉴빌리지,강원도,고성군,거진읍,거평로 74,2009,5,,,5,,
연립,공군,방공관제사령부(1관제대),거진관사,강원도,고성군,거진읍,벌평로 81,1994,5,,5,,,
연립,공군,방공관제사령부(2관제대),공군관사 가동,강원도,화천군,화천읍,신월동로 40,2004,8,,8,,,
연립,공군,방공관제사령부(2관제대),공군관사 나동,강원도,화천군,화천읍,신월동로 40,1994,10,,10,,,
아파트,공군,방공관제사령부(3관제대),율곡아파트,경기도,파주시,법원읍,자운서원로 36-39,2000,4,,,4,,
아파트,공군,방공관제사령부(3관제대),율곡아파트,경기도,파주시,법원읍,자운서원로 36-39,2000,4,,,4,,
아파트,공군,방공관제사령부(3관제대),성우아파트,경기도,양주시,광적면,가래비11길 30,2004,9,,9,,,
연립,공군,방공관제사령부(5관제대),이강리 보라매 관사,인천광역시,강화군,하점면,강화서로 1027,1994,6,,6,,,
연립,공군,방공관제사령부(5관제대),대림샹제리 C동,인천광역시,강화군,하점면,갑룡길 74번길 15,2002,8,,,,8,
연립,공군,방공관제사령부(5관제대),승화래미향 2동,인천광역시,강화군,하점면,갑룡길 95,2009,4,,,,4,
아파트,공군,제1전투비행단,부영아파트,광주광역시,광산구,,신창로161번길34,2006,94,,,94,,
