운영구분,시설명,지역1,지역2,우편번호,주소1,주소2,일반전화,축제행사,운용객실홀수또는수용능력,입실시간,퇴실시간,시설규모,부대시설,취사가능여부,체크인대상,유의사항,시설테마,넓이,객실수,인원수,전망구분,이용요금계산법,현역군무원비수기,현역군무원휴일주말,현역군무원성수기,예비역및기타비수기,예비역및기타휴일주말,예비역및기타성수기,비회원비수기,비회원휴일주말,비회원성수기,적용기준일
기타,소노벨 경주,경상,경북,780-290,경북 경주시 신평동,400-1,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"워터파크,강(호수)",101.43㎡,5,2,,선입금,117000,158000,194000,,,,,,,2021-01-01
기타,소노벨 변산,전라,전남,579-851,전북 부안군 변산면 격포리,257,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"바다,워터파크",105.7㎡,5,2,,선입금,117000,158000,190000,,,,,,,2021-01-01
기타,소노벨 비발디파크,강원,강원,250-853,강원도 홍천군 서면 필봉리,1290-14,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"스키,워터파크,골프",96.23㎡,5,2,,선입금,117000,158000,194000,,,,,,,2021-01-01
기타,소노벨 천안,충청,충남,330891,충청남도 천안시 동남구 성남면 종합휴양지로 ,200,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,,https://www.sonohotelsresorts.com/daemyung.saupjang.ca.ocean.oceanInfo.ds/dmparse.dm,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"워터파크,스파",85.93㎡,5,2,,선입금,117000,160000,194000,,,,,,,2021-01-01
기타,소노벨 청송,경상,경북,763833,경상북도 청송군 부동면 주왕산로,493,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,,https://www.sonohotelsresorts.com/saupjang.cs.front.facilities.dp/dmparse.dm?upjangSid=5702,취사가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),취사객실 제공하나 객실상황에 따라 클린객실 배정도 가능할 수 있음,,82.89㎡,5,2,,선입금,117000,160000,194000,,,,,,,2021-01-01
기타,소노캄 거제,경상,경남,656-892,경남 거제시 일운면 소동리,115,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"바다,워터파크",108.14,5,2,,선입금,156000,202000,230000,,,,,,,2021-01-01
기타,소노캄 여수,전라,전남,550030,전라남도 여수시 오동도로,111,061-660-5800,www.sonohotelsresorts.com,"2인 / 방 + 거실 1, 화장실 1",1500,1100,,www.mvlhotel.com/daemyung.mvl.yeosu.facilities.ds/dmparse.dm?sector=intro#intro,불가,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),입퇴실 시간 준수,바다,56㎡,2,2,바다,선입금,189000,249000,294000,,,,,,,2020-01-01
기타,소노캄제주(샤인빌),제주,제주,6347-17,제주도 서귀포시 표선면 일주동로,6347-17,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,,,불가,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),1. 이용대상: 현역 및 군무원에 한함(이용시 반드시 군신분증 필수지참)2. 해당시설은 100% 회원제 시설로 예약자 본인이 체크인을 하셔야 입실이 가능합니다.,,66㎡,4,1,,현지불,122000,165000,204000,,,,,,,2021-01-01
기타,신세계(영랑호),강원,강원,217-040,강원도 속초시금호동,600-7,033-633-0001,www.sonohotelsresorts.com,"5인 / 방 2 화장실 1, 거실1",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,,66㎡,5,1,,선입금,70000,83000,88000,,,,,,,
기타,쏠비치 삼척,강원,강원,245090,강원도 삼척시 수로부인길,453,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,709실,https://www.sonohotelsresorts.com/sb.sc.front.facility.dp/dmparse.dm?upjangSid=5050,취사가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),"취사객실 우선배정하나 객실상황에 따라 미취사 배정, 오션뷰 비용 발생","바다,워터파크,스파",102.43㎡,5,2,,선입금,150000,190000,226000,,,,,,,2021-01-01
기타,쏠비치 양양,강원,강원,215-825,강원도 양양군 손양면 오산리,산2-1,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),해당시설은 100% 회원제 시설로 예약자 본인이 체크인을 하셔야 입실이 가능합니다.,"바다,워터파크",94.90㎡,5,2,,선입금,140000,179000,210000,,,,,,,2021-01-01
기타,쏠비치 진도,전라,전남,539835,전라남도 진도군 의신면 송군길 31-30,31-30,1588-4888,www.sonohotelsresorts.com,"5인 / 방 2 화장실 2, 거실1",1500,1100,,https://www.sonohotelsresorts.com/sb.jd.front.facility.dp/dmparse.dm?upjangSid=7854,,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),"클린/취사 객실상황에 따라 배정, 오션뷰 비용발생","바다,스파,웨딩",85.38㎡,5,2,오션,선입금,150000,192000,226000,,,,,,,2021-01-01
기타,엘도라도,전라,전남,535-820,전남 신안군 증도면 지도증도로,1766-1,061-260-3300,https://www.eldoradoresort.co.kr,"4인/방 1, 화장실 1, 거실1",1500,1100,,,콘도만 가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),해당시설은 100% 회원제 시설로 예약자 본인이 체크인을 하셔야 입실이 가능합니다.,"바다,레저스포츠,세미나",117㎡,5,2,,선입금,159000,205000,229000,,,,,,,
기타,엘도라도,전라,전남,535-820,전남 신안군 증도면 지도증도로,1766-1,061-260-3300,https://www.eldoradoresort.co.kr,"5인/방 2, 화장실 2, 거실1",1500,1100,,,콘도만 가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),해당시설은 100% 회원제 시설로 예약자 본인이 체크인을 하셔야 입실이 가능합니다.,"바다,레저스포츠,세미나",142㎡,6,2,,선입금,190000,230000,260000,,,,,,,
기타,엘도라도,전라,전남,535-820,전남 신안군 증도면 지도증도로,1766-1,061-260-3300,https://www.eldoradoresort.co.kr,"6인/방 3, 화장실 2, 거실1 ",1500,1100,,,콘도만 가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),해당시설은 100% 회원제 시설로 예약자 본인이 체크인을 하셔야 입실이 가능합니다.,"바다,레저스포츠,세미나",86㎡,4,1,,선입금,114000,144000,165000,,,,,,,
기타,웰리힐리파크,강원,강원,225-830,강원도 횡성군 둔내리,204,033-340-3000,https://www.wellihillipark.com,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,,89㎡,5,2,,현지불,87000,98000,105000,,,,,,,
기타,켄싱턴 가평,경기,경기,477-820,경기도 가평군 상면 덕현리,402-10,031-584-9380,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,,83㎡(디럭스),4,1,,선입금,79000,109000,124000,,,,,,,
기타,켄싱턴 경주,경상,경북,780-280,경북 경주시 북군동,11월 01일,054-748-8400,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,산,102㎡(그랜드),6,2,,선입금,104000,124000,149000,,,,,,,
기타,켄싱턴 서귀포,제주,제주,697-370,제주도 서귀포시 강정동,2677,064-739-9001,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),해당시설은 100% 회원제 시설로 예약자 본인이 체크인을 하셔야 입실이 가능합니다.,,86㎡(프리미어),5,2,,선입금,104000,124000,149000,,,,,,,
기타,켄싱턴 설악 밸리,강원,강원,219832,강원도 고성군 토성면 신평골길, 8-25,033-633-0100,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,144실,"사슴농장,힐링숲등",가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"산,바다",109㎡(로얄스위트 베른),6,3,,선입금,184000,204000,219000,,,,,,,
기타,켄싱턴 설악 밸리,강원,강원,219832,강원도 고성군 토성면 신평골길, 8-25,033-633-0100,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,144실,"사슴농장,힐링숲등",가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"산,바다",119㎡(노블리안 루체른),7,3,테라스가든뷰,선입금,234000,254000,269000,,,,,,,
기타,켄싱턴 설악비치,강원,강원,219-832,강원도 고성군 토성면 봉포리,Sep-40,033-631-7601,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,바다,69㎡(디럭스/산방향),4,1,,선입금,89000,124000,134000,,,,,,,
기타,켄싱턴 설악비치,강원,강원,219-832,강원도 고성군 토성면 봉포리,Sep-40,033-631-7601,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,바다,86㎡(프리미어),5,2,,선입금,124000,144000,169000,,,,,,,
기타,켄싱턴 지리산 남원,전라,전남,590-100,전북 남원시 어현동,37-122,063-636-7007,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,산,83㎡(프리미어),4,1,,선입금,99000,119000,144000,,,,,,,
기타,켄싱턴 충주,충청,충북,380-600,충북 충주시 양성면 돈산리,155-1,043-857-0055,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,레저스포츠,69㎡(디럭스),4,1,,선입금,79000,99000,124000,,,,,,,
기타,켄싱턴 충주,충청,충북,380-600,충북 충주시 양성면 돈산리,155-1,043-857-0055,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,레저스포츠,86㎡(프리미어),5,2,,선입금,99000,119000,144000,,,,,,,
기타,켄싱턴 하동,경상,경남,667824,경상남도 하동군 화개면 쌍계로 , 532-6,055-880-8000,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,,69㎡(디럭스),4,1,,선입금,79000,99000,124000,,,,,,,
기타,켄싱턴 하동,경상,경남,667824,경상남도 하동군 화개면 쌍계로 , 532-6,055-880-8000,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,,86㎡(프리미어),5,2,,선입금,99000,119000,144000,,,,,,,
기타,켄싱턴 한림,제주,제주,695-922,제주도 북제주군 한림읍 귀덕리,3861,064-796-9600,www.kensington.co.kr,"5인 / 방2, 화장실 1, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"산,바다,레저스포츠",115㎡,,,,선입금,101000,119000,130000,,,,,,,2017-01-01
기타,켄싱턴 해운대,경상,부산,612821,부산광역시 해운대구 해운대해변로,243(글로리콘도),051-746-8181,www.kensington.co.kr,"4인 / 방1, 화장실 1, 거실",1500,1100,224실,"사우나,카페,빨래방등",,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,바다,59㎡(글로리콘도),4,1,오션뷰,선입금,68000,80000,96000,,,,,,,2021-01-01
기타,한화 거제(벨버디어),경상,경남,0,경상남도 거제시 장목면 거제북로,2501-40,055-951-4001,www.hanwwharesort.co.kr,"5인 / 방2, 화장실 2, 거실",1500,1100,,https://www.hanwharesort.co.kr/irsweb/resort3/resort/rs_addition_food.do?bp_cd=2101,취사불가,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"바다,워터파크,레저스포츠",109.6㎡(스위트 오션뷰),5,2,,선입금,151000,191000,199000,,,,,,,
기타,한화 거제(벨버디어),경상,경남,0,경상남도 거제시 장목면 거제북로,2501-40,055-951-4001,www.hanwwharesort.co.kr,"5인 / 방2, 화장실 2, 거실",1500,1100,,https://www.hanwharesort.co.kr/irsweb/resort3/resort/rs_addition_food.do?bp_cd=2101,취사불가,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"바다,워터파크,레저스포츠",78.4㎡(디럭스 오션뷰),4,0,,선입금,136000,174000,181000,,,,,,,
기타,한화 경주(에톤),경상,경북,780-280,경북 경주시 북군동,03월 30일,054-745-8060,www.hanwwharesort.co.kr,"5인 / 방2, 화장실 2, 거실",1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"산,레저스포츠",86㎡ 디럭스,5,2,,선입금,102000,139000,144000,,,,,,,
기타,한화 대천(파로스),충청,충남,355944,충청남도 보령시 해수욕장,3길11-10,041-931-5500,www.hanwwharesort.co.kr,디럭스형(패밀리형)/5인,1500,1100,,,취사가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,바다,93(실평수 18평),,5,,,102000,139000,144000,,,,,,,
기타,한화 산정호수(안시),경기,경기,487-896,경기도 포천시 영북면 산정리,454-4,031-534-5500,www.hanwwharesort.co.kr,디럭스형(패밀리형)/5인,1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,강(호수),76㎡ 디럭스,5,1,,선입금,102000,139000,144000,,,,,,,
기타,한화 설악(쏘라노),강원,강원,217-130,강원도 속초시 장사동,01월 24일,033-635-7711,www.hanwwharesort.co.kr,디럭스형(패밀리형)/5인,1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),원룸,산,76㎡ 디럭스,5,1,,선입금,103000,139000,144000,,,,,,,
기타,한화 양평,경기,경기,476-831,경기도 양평군 옥천면 신복리,141-5,031-772-3811,www.hanwwharesort.co.kr,디럭스형(패밀리형)/5인,1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,레저스포츠,76㎡ 디럭스,5,1,,선입금,76000,110000,119000,,,,,,,
기타,한화 여수 벨메르호텔,전라,전남,59792,전남 여수시 웅천동 1875-1, 1875-1,061-924-1500,www.hanwwharesort.co.kr,슈페리어스위트/4인,1500,1100,101실,https://www.hanwharesort.co.kr/irsweb/resort3/resort/rs_addition.do?bp_cd=2201&schMenuTp=2,클린객실,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),취사불가,바다,61㎡ 슈페리얼스위트,4,2,오션뷰,현지불,201000,240000,268000,,,,,,,2021-01-01
기타,한화 용인(베잔송),경기,경기,449-884,경기도 용인시 처인구 남사면 봉무리,257-1,031-332-1122,www.hanwwharesort.co.kr,디럭스형(패밀리형)/5인,1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,레저스포츠,76㎡ 디럭스,5,1,,선입금,100000,135000,142000,,,,,,,
기타,한화 제주,제주,제주,690-735,제주도 제주시 회천동,03월 16일,064-725-9000,www.hanwwharesort.co.kr,디럭스형(패밀리형)/5인,1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,"산,바다,레저스포츠",83㎡ 디럭스,5,2,,선입금,114000,132000,145000,,,,,,,
기타,한화 평창,강원,강원,232-922,강원도 평창군 봉평면 면온리,946-7,033-334-6100,www.hanwwharesort.co.kr,디럭스형(패밀리형)/5인,1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,스키,126㎡ 스위트,5,2,,선입금,94000,119000,162000,,,,,,,
기타,한화 해운대,경상,부산,612-824,부산시 해운대구 우동,1410-3,051-749-5500,www.hanwwharesort.co.kr,패밀리형/5인,1500,1100,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),,바다,76㎡ 패밀리,4,0,,선입금,111000,148000,148000,,,,,,,
기타,현대수 설악,강원,강원,24859,강원도 속초시노학동,729-3,033-635-9090,www.hyundaisoo.com,디럭스형(패밀리형)/5인,,,,,가능,가족가능(의료보험증 사본 또는 주민등록증 등 가족임을  증명할 수 있는 서류와 가족 신분증 제시),1. 취소 또는 당일미투숙에 따른 위약금 발생 및 회원권이용에 제한을 받을수 있음2. 금요일 요금 5만원임,,76㎡(콘도),4,2,,현지불,40000,57000,62000,,,,,,,
