행번호,판매년도,판매월,선정기준,상품명
1173,2020,02,수량,맛있는오뚜기밥
1174,2020,02,수량,제주삼다수 500ml
1175,2020,02,수량,하리보 메가룰렛사우어45g
1176,2020,02,수량,코카콜라 250ML
1177,2020,02,수량,참이슬fresh
1178,2020,02,수량,닥터지 블랙 스네일 크림_50ml
1179,2020,02,수량,카스맥주(캔)
1180,2020,02,수량,씨에스보건용마스크(KF94대형)블랙단품
1181,2020,03,금액,에쎄 체인지 히말라야
1182,2020,03,금액,Dr.G레드-블래미쉬클리어크림_70ml
1183,2020,03,금액,에쎄체인지1mg
1184,2020,03,금액,홍삼진고
1185,2020,03,금액,보헴시가넘버6
1186,2020,03,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1187,2020,03,금액,닥터지 블랙 스네일 크림_50ml
1188,2020,03,금액,말보로 골드 오리지널
1189,2020,03,금액,레종 프렌치블랙
1190,2020,03,금액,레종 휘바
1191,2020,03,수량,육개장사발면
1192,2020,03,수량,신라면
1193,2020,03,수량,몬스터에너지 울트라
1194,2020,03,수량,올리브짜파게티
1195,2020,03,수량,칠성사이다(캔)
1196,2020,03,수량,코카콜라 250ML
1197,2020,03,수량,참이슬fresh(121001)
1198,2020,03,수량,테라캔 355ml
1199,2020,03,수량,맛있는오뚜기밥
1200,2020,03,수량,카스맥주(캔)
1201,2020,04,금액,레종 휘바
1202,2020,04,금액,홍삼진고
1203,2020,04,금액,에쎄 체인지 히말라야
1204,2020,04,금액,에쎄체인지1mg
1205,2020,04,금액,참이슬fresh
1206,2020,04,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1207,2020,04,금액,닥터지 블랙 스네일 크림_50ml
1208,2020,04,금액,말보로 골드 오리지널
1209,2020,04,금액,레종 프렌치블랙
1210,2020,04,금액,Dr.G레드-블래미쉬클리어크림_70ml
1211,2020,04,수량,맛있는오뚜기밥
1212,2020,04,수량,육개장사발면
1213,2020,04,수량,칠성사이다(캔)
1214,2020,04,수량,신라면
1215,2020,04,수량,닥터지 블랙 스네일 크림_50ml
1216,2020,04,수량,코카콜라
1217,2020,04,수량,참이슬fresh
1218,2020,04,수량,카스맥주(캔)
1219,2020,04,수량,테라캔 355ml
1220,2020,04,수량,몬스터에너지 울트라
1221,2020,05,금액,닥터지 레드 블레미쉬 멀티 플루이드_100ml
1222,2020,05,금액,닥터지 레드 블레미쉬 수딩 토너_400ml
1223,2020,05,금액,홍삼보운
1224,2020,05,금액,홍삼원세트
1225,2020,05,금액,레종 프렌치블랙
1226,2020,05,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1227,2020,05,금액,닥터지 블랙 스네일 크림_50ml
1228,2020,05,금액,Dr.G레드-블래미쉬클리어크림_70ml
1229,2020,05,금액,홍삼진고
1230,2020,05,금액,닥터지 메디유브이 울트라선
1231,2020,05,수량,몬스터에너지 울트라
1232,2020,05,수량,육개장사발면
1233,2020,05,수량,제주삼다수 500ml
1234,2020,05,수량,칠성사이다(캔)
1235,2020,05,수량,신라면
1236,2020,05,수량,테라캔 355ml
1237,2020,05,수량,참이슬fresh
1238,2020,05,수량,카스맥주(캔)
1239,2020,05,수량,코카콜라
1240,2020,05,수량,닥터지 블랙 스네일 크림_50ml
1241,2020,06,금액,말보로 골드 오리지널
1242,2020,06,금액,에쎄 체인지 히말라야
1243,2020,06,금액,레종 프렌치블랙
1244,2020,06,금액,카스맥주(캔)
1245,2020,06,금액,닥터지 레드 블레미쉬 수딩 토너_400ml
1246,2020,06,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1247,2020,06,금액,닥터지 블랙 스네일 크림_50ml
1248,2020,06,금액,Dr.G레드-블래미쉬클리어크림_70ml
1249,2020,06,금액,홍삼진고
1250,2020,06,금액,닥터지 메디유브이 울트라선
1251,2020,06,수량,몬스터에너지 울트라
1252,2020,06,수량,육개장사발면
1253,2020,06,수량,파워에이드마운틴블라스트
1254,2020,06,수량,석수
1255,2020,06,수량,칠성사이다(캔)
1256,2020,06,수량,테라캔 355ml
1257,2020,06,수량,코카콜라
1258,2020,06,수량,참이슬fresh
1259,2020,06,수량,카스맥주(캔)
1260,2020,06,수량,제주삼다수 500ml
1261,2020,07,금액,카스맥주(캔)
1262,2020,07,금액,말보로 골드 오리지널
1263,2020,07,금액,레종 프렌치블랙
1264,2020,07,금액,참이슬fresh
1265,2020,07,금액,에쎄체인지1mg
1266,2020,07,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1267,2020,07,금액,닥터지 블랙 스네일 크림_50ml
1268,2020,07,금액,Dr.G레드-블래미쉬클리어크림_70ml
1269,2020,07,금액,홍삼진고
1270,2020,07,금액,에쎄 체인지 히말라야
1271,2020,07,수량,제주삼다수 500ml
1272,2020,07,수량,육개장사발면
1273,2020,07,수량,포카리캔
1274,2020,07,수량,신라면
1275,2020,07,수량,칠성사이다(캔)
1276,2020,07,수량,테라캔 355ml
1277,2020,07,수량,카스맥주(캔)
1278,2020,07,수량,참이슬fresh
1279,2020,07,수량,코카콜라
1280,2020,07,수량,몬스터에너지 울트라
1281,2020,08,금액,레종 프렌치블랙
1282,2020,08,금액,홍삼진고
1283,2020,08,금액,레종 휘바
1284,2020,08,금액,에쎄체인지1mg
1285,2020,08,금액,카스맥주(캔)
1286,2020,08,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1287,2020,08,금액,닥터지 블랙 스네일 크림_50ml
1288,2020,08,금액,에쎄 체인지 히말라야
1289,2020,08,금액,Dr.G레드-블래미쉬클리어크림_70ml
1290,2020,08,금액,말보로 골드 오리지널
1291,2020,08,수량,육개장사발면
1292,2020,08,수량,맛있는오뚜기밥
1293,2020,08,수량,제주삼다수 500ml
1294,2020,08,수량,칠성사이다(캔)
1295,2020,08,수량,신라면
1296,2020,08,수량,테라캔 355ml
1297,2020,08,수량,카스맥주(캔)
1298,2020,08,수량,참이슬fresh
1299,2020,08,수량,코카콜라
1300,2020,08,수량,몬스터에너지 울트라
1301,2020,09,금액,에쎄 체인지 히말라야
1302,2020,09,금액,Dr.G레드-블래미쉬클리어크림_70ml
1303,2020,09,금액,말보로 골드 오리지널
1304,2020,09,금액,참이슬fresh
1305,2020,09,금액,레종 프렌치블랙
1306,2020,09,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1307,2020,09,금액,홍삼원세트
1308,2020,09,금액,닥터지 블랙 스네일 크림_50ml
1309,2020,09,금액,홍삼보운
1310,2020,09,금액,홍삼진고
1311,2020,09,수량,보온대
1312,2020,09,수량,육개장사발면
1313,2020,09,수량,맛있는오뚜기밥
1314,2020,09,수량,신라면
1315,2020,09,수량,칠성사이다(캔)
1316,2020,09,수량,테라캔 355ml
1317,2020,09,수량,참이슬fresh
1318,2020,09,수량,카스맥주(캔)
1319,2020,09,수량,코카콜라
1320,2020,09,수량,몬스터에너지 울트라
1321,2020,10,금액,말보로 골드 오리지널
1322,2020,10,금액,참이슬fresh
1323,2020,10,금액,닥터지 레드 블레미쉬 멀티 플루이드_100ml
1324,2020,10,금액,레종 프렌치블랙
1325,2020,10,금액,닥터지 레드 블레미쉬 수딩 토너_400ml
1326,2020,10,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1327,2020,10,금액,닥터지 블랙 스네일 크림_50ml
1328,2020,10,금액,Dr.G레드-블래미쉬클리어크림_70ml
1329,2020,10,금액,홍삼진고
1330,2020,10,금액,에쎄 체인지 히말라야
1331,2020,10,수량,몬스터에너지 울트라
1332,2020,10,수량,보온대(충성핫팩)주머니난로
1333,2020,10,수량,육개장사발면
1334,2020,10,수량,마이핫보온대(장병용)
1335,2020,10,수량,닥터지 블랙 스네일 크림_50ml
1336,2020,10,수량,테라캔 355ml
1337,2020,10,수량,참이슬fresh
1338,2020,10,수량,보온대
1339,2020,10,수량,코카콜라
1340,2020,10,수량,카스맥주(캔)
1341,2020,11,금액,말보로 골드 오리지널
1342,2020,11,금액,참이슬fresh
1343,2020,11,금액,닥터지 레드 블레미쉬 멀티 플루이드_100ml
1344,2020,11,금액,테라캔 355ml
1345,2020,11,금액,몬스터에너지 울트라
1346,2020,11,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1347,2020,11,금액,닥터지 블랙 스네일 크림_50ml
1348,2020,11,금액,Dr.G레드-블래미쉬클리어크림_70ml
1349,2020,11,금액,홍삼진고
1350,2020,11,금액,에쎄 체인지 히말라야
1351,2020,11,수량,보온대(충성핫팩)주머니난로
1352,2020,11,수량,코카콜라
1353,2020,11,수량,카스맥주(캔)
1354,2020,11,수량,몬스터에너지 울트라
1355,2020,11,수량,육개장사발면
1356,2020,11,수량,보온대
1357,2020,11,수량,테라캔 355ml
1358,2020,11,수량,참이슬fresh
1359,2020,11,수량,보온대(박상병핫팩)
1360,2020,11,수량,닥터지 블랙 스네일 크림_50ml
1361,2020,12,금액,참이슬fresh
1362,2020,12,금액,홍삼진고
1363,2020,12,금액,레종 프렌치블랙
1364,2020,12,금액,몬스터에너지 울트라
1365,2020,12,금액,레종 휘바
1366,2020,12,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1367,2020,12,금액,닥터지 블랙 스네일 크림_50ml
1368,2020,12,금액,에쎄 체인지 히말라야
1369,2020,12,금액,Dr.G레드-블래미쉬클리어크림_70ml
1370,2020,12,금액,말보로 골드 오리지널
1371,2020,12,수량,카스맥주(캔)
1372,2020,12,수량,보온대(충성핫팩)주머니난로
1373,2020,12,수량,육개장사발면
1374,2020,12,수량,신라면
1375,2020,12,수량,맛있는오뚜기밥
1376,2020,12,수량,테라캔 355ml
1377,2020,12,수량,보온대
1378,2020,12,수량,참이슬fresh
1379,2020,12,수량,코카콜라
1380,2020,12,수량,몬스터에너지 울트라
1381,2021,01,금액,말보로 골드 오리지널
1382,2021,01,금액,Dr.G레드-블래미쉬클리어크림_70ml
1383,2021,01,금액,참이슬fresh
1384,2021,01,금액,홍삼진고
1385,2021,01,금액,레종 프렌치블랙
1386,2021,01,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1387,2021,01,금액,닥터지 블랙 스네일 크림_50ml
1388,2021,01,금액,다이아몬드 리페어 퍼펙트 세트
1389,2021,01,금액,에쎄 체인지 히말라야
1390,2021,01,금액,홍삼원세트
1391,2021,01,수량,보온대
1392,2021,01,수량,맛있는오뚜기밥
1393,2021,01,수량,육개장사발면
1394,2021,01,수량,신라면
1395,2021,01,수량,닥터지 블랙 스네일 크림_50ml
1396,2021,01,수량,테라캔 355ml
1397,2021,01,수량,참이슬fresh
1398,2021,01,수량,몬스터에너지 울트라
1399,2021,01,수량,코카콜라
1400,2021,01,수량,카스맥주(캔)
1401,2021,02,금액,에쎄 체인지 히말라야
1402,2021,02,금액,홍삼보운
1403,2021,02,금액,참이슬fresh
1404,2021,02,금액,말보로 골드 오리지널
1405,2021,02,금액,홍삼진고
1406,2021,02,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1407,2021,02,금액,닥터지 블랙 스네일 크림_50ml
1408,2021,02,금액,다이아몬드 리페어 퍼펙트 세트
1409,2021,02,금액,홍삼원세트
1410,2021,02,금액,Dr.G레드-블래미쉬클리어크림_70ml
1411,2021,02,수량,닥터지 블랙 스네일 크림_50ml
1412,2021,02,수량,육개장사발면
1413,2021,02,수량,신라면
1414,2021,02,수량,맛있는오뚜기밥
1415,2021,02,수량,제주삼다수 500ml
1416,2021,02,수량,테라캔 355ml
1417,2021,02,수량,참이슬fresh
1418,2021,02,수량,카스맥주(캔)
1419,2021,02,수량,코카콜라
1420,2021,02,수량,몬스터에너지 울트라
1421,2021,03,금액,참이슬fresh
1422,2021,03,금액,테라캔 355ml
1423,2021,03,금액,몬스터에너지 울트라
1424,2021,03,금액,말보로 골드 오리지널
1425,2021,03,금액,카스맥주(캔)
1426,2021,03,금액,다이아몬드 리페어 퍼펙트 세트
1427,2021,03,금액,닥터지 블랙 스네일 크림_50ml
1428,2021,03,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1429,2021,03,금액,Dr.G레드-블래미쉬클리어크림_70ml
1430,2021,03,금액,에쎄 체인지 히말라야
1431,2021,03,수량,육개장사발면
1432,2021,03,수량,닥터지 블랙 스네일 크림_50ml
1433,2021,03,수량,제주삼다수 500ml
1434,2021,03,수량,맛있는오뚜기밥
1435,2021,03,수량,신라면
1436,2021,03,수량,테라캔 355ml
1437,2021,03,수량,참이슬fresh
1438,2021,03,수량,코카콜라
1439,2021,03,수량,카스맥주(캔)
1440,2021,03,수량,몬스터에너지 울트라
1441,2021,04,금액,참이슬fresh
1442,2021,04,금액,몬스터에너지 울트라
1443,2021,04,금액,테라캔 355ml
1444,2021,04,금액,카스맥주(캔)
1445,2021,04,금액,말보로 골드 오리지널
1446,2021,04,금액,다이아몬드 리페어 퍼펙트 세트
1447,2021,04,금액,닥터지 블랙 스네일 크림_50ml
1448,2021,04,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1449,2021,04,금액,Dr.G레드-블래미쉬클리어크림_70ml
1450,2021,04,금액,에쎄 체인지 히말라야
1451,2021,04,수량,육개장사발면
1452,2021,04,수량,제주삼다수 500ml
1453,2021,04,수량,신라면
1454,2021,04,수량,석수
1455,2021,04,수량,맛있는오뚜기밥
1456,2021,04,수량,테라캔 355ml
1457,2021,04,수량,참이슬fresh
1458,2021,04,수량,코카콜라
1459,2021,04,수량,카스맥주(캔)
1460,2021,04,수량,몬스터에너지 울트라
1461,2021,05,금액,참이슬fresh
1462,2021,05,금액,몬스터에너지 울트라
1463,2021,05,금액,테라캔 355ml
1464,2021,05,금액,카스맥주(캔)
1465,2021,05,금액,말보로 골드 오리지널
1466,2021,05,금액,다이아몬드 리페어 퍼펙트 세트
1467,2021,05,금액,닥터지 블랙 스네일 크림_50ml
1468,2021,05,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1469,2021,05,금액,Dr.G레드-블래미쉬클리어크림_70ml
1470,2021,05,금액,에쎄 체인지 히말라야
1471,2021,05,수량,육개장사발면
1472,2021,05,수량,제주삼다수 500ml
1473,2021,05,수량,칠성사이다(캔)
1474,2021,05,수량,신라면
1475,2021,05,수량,테라캔 500ml
1476,2021,05,수량,테라캔 355ml
1477,2021,05,수량,참이슬fresh
1478,2021,05,수량,카스맥주(캔)
1479,2021,05,수량,몬스터에너지 울트라
1480,2021,05,수량,코카콜라
1481,2021,06,금액,몬스터에너지 울트라
1482,2021,06,금액,테라캔 355ml
1483,2021,06,금액,참이슬fresh
1484,2021,06,금액,카스맥주(캔)
1485,2021,06,금액,말보로 골드 오리지널
1486,2021,06,금액,다이아몬드 리페어 퍼펙트 세트
1487,2021,06,금액,닥터지 블랙 스네일 크림_50ml
1488,2021,06,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1489,2021,06,금액,에쎄 체인지 히말라야
1490,2021,06,금액,Dr.G레드-블래미쉬클리어크림_70ml
1491,2021,06,수량,파워에이드마운틴블라스트
1492,2021,06,수량,칠성사이다(캔)
1493,2021,06,수량,석수
1494,2021,06,수량,육개장사발면
1495,2021,06,수량,제주삼다수 500ml
1496,2021,06,수량,테라캔 355ml
1497,2021,06,수량,참이슬fresh
1498,2021,06,수량,코카콜라
1499,2021,06,수량,몬스터에너지 울트라
1500,2021,06,수량,카스맥주(캔)
1501,2021,07,금액,몬스터에너지 울트라
1502,2021,07,금액,Dr.G레드-블래미쉬클리어크림_70ml
1503,2021,07,금액,카스맥주(캔)
1504,2021,07,금액,참이슬fresh
1505,2021,07,금액,말보로 골드 오리지널
1506,2021,07,금액,다이아몬드 리페어 퍼펙트 세트
1507,2021,07,금액,닥터지 블랙 스네일 크림_50ml
1508,2021,07,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1509,2021,07,금액,에쎄 체인지 히말라야
1510,2021,07,금액,테라캔 355ml
1511,2021,07,수량,제주삼다수 500ml
1512,2021,07,수량,파워에이드마운틴블라스트
1513,2021,07,수량,포카리캔
1514,2021,07,수량,육개장사발면
1515,2021,07,수량,테라캔 500ml
1516,2021,07,수량,테라캔 355ml
1517,2021,07,수량,참이슬fresh
1518,2021,07,수량,카스맥주(캔)
1519,2021,07,수량,코카콜라
1520,2021,07,수량,몬스터에너지 울트라
1521,2021,08,금액,테라캔 355ml
1522,2021,08,금액,Dr.G레드-블래미쉬클리어크림_70ml
1523,2021,08,금액,참이슬fresh
1524,2021,08,금액,카스맥주(캔)
1525,2021,08,금액,말보로 골드 오리지널
1526,2021,08,금액,다이아몬드 리페어 퍼펙트 세트
1527,2021,08,금액,닥터지 블랙 스네일 크림_50ml
1528,2021,08,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1529,2021,08,금액,에쎄 체인지 히말라야
1530,2021,08,금액,몬스터에너지 울트라
1531,2021,08,수량,제주삼다수 500ml
1532,2021,08,수량,파워에이드마운틴블라스트
1533,2021,08,수량,육개장사발면
1534,2021,08,수량,포카리캔
1535,2021,08,수량,신라면
1536,2021,08,수량,테라캔 355ml
1537,2021,08,수량,참이슬fresh
1538,2021,08,수량,몬스터에너지 울트라
1539,2021,08,수량,코카콜라
1540,2021,08,수량,카스맥주(캔)
1541,2021,09,금액,테라캔 355ml
1542,2021,09,금액,Dr.G레드-블래미쉬클리어크림_70ml
1543,2021,09,금액,에쎄 체인지 히말라야
1544,2021,09,금액,참이슬fresh
1545,2021,09,금액,몬스터에너지 울트라
1546,2021,09,금액,다이아몬드 리페어 퍼펙트 세트
1547,2021,09,금액,닥터지 블랙 스네일 크림_50ml
1548,2021,09,금액,홍삼원세트
1549,2021,09,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1550,2021,09,금액,홍삼보운
1551,2021,09,수량,육개장사발면
1552,2021,09,수량,신라면
1553,2021,09,수량,나랑드사이다(캔)
1554,2021,09,수량,제주삼다수 500ml
1555,2021,09,수량,테라캔 500ml
1556,2021,09,수량,테라캔 355ml
1557,2021,09,수량,참이슬fresh
1558,2021,09,수량,카스맥주(캔)
1559,2021,09,수량,몬스터에너지 울트라
1560,2021,09,수량,코카콜라
1561,2021,10,금액,에쎄 체인지 히말라야
1562,2021,10,금액,테라캔 355ml
1563,2021,10,금액,참이슬fresh
1564,2021,10,금액,카스맥주(캔)
1565,2021,10,금액,말보로 골드 오리지널
1566,2021,10,금액,다이아몬드 리페어 퍼펙트 세트
1567,2021,10,금액,닥터지 블랙 스네일 크림_50ml
1568,2021,10,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1569,2021,10,금액,Dr.G레드-블래미쉬클리어크림_70ml
1570,2021,10,금액,몬스터에너지 울트라
1571,2021,10,수량,카스맥주(캔)
1572,2021,10,수량,보온대(박상병핫팩)
1573,2021,10,수량,신라면
1574,2021,10,수량,육개장사발면
1575,2021,10,수량,보온대(충성핫팩)주머니난로
1576,2021,10,수량,테라캔 355ml
1577,2021,10,수량,카스맥주(캔)
1578,2021,10,수량,보온대
1579,2021,10,수량,코카콜라
1580,2021,10,수량,몬스터에너지 울트라
1581,2021,11,금액,몬스터에너지 울트라
1582,2021,11,금액,테라캔 355ml
1583,2021,11,금액,에쎄 체인지 히말라야
1584,2021,11,금액,카스맥주(캔)
1585,2021,11,금액,보온대
1586,2021,11,금액,다이아몬드 리페어 퍼펙트 세트
1587,2021,11,금액,닥터지 블랙 스네일 크림_50ml
1588,2021,11,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1589,2021,11,금액,Dr.G레드-블래미쉬클리어크림_70ml
1590,2021,11,금액,참이슬fresh
1591,2021,11,수량,보온대(충성핫팩)주머니난로
1592,2021,11,수량,보온대(박상병핫팩)
1593,2021,11,수량,마이핫보온대(장병용)
1594,2021,11,수량,카스맥주(캔)
1595,2021,11,수량,육개장사발면
1596,2021,11,수량,보온대
1597,2021,11,수량,테라캔 355ml
1598,2021,11,수량,참이슬fresh
1599,2021,11,수량,코카콜라
1600,2021,11,수량,몬스터에너지 울트라
1601,2021,12,금액,몬스터에너지 울트라
1602,2021,12,금액,테라캔 355ml
1603,2021,12,금액,에쎄 체인지 히말라야
1604,2021,12,금액,카스맥주(캔)
1605,2021,12,금액,닥터지 레드 블레미쉬 멀티 플루이드_100ml
1606,2021,12,금액,다이아몬드 리페어 퍼펙트 세트
1607,2021,12,금액,닥터지 블랙 스네일 크림_50ml
1608,2021,12,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1609,2021,12,금액,Dr.G레드-블래미쉬클리어크림_70ml
1610,2021,12,금액,참이슬fresh
1611,2021,12,수량,카스맥주(캔)
1612,2021,12,수량,보온대(박상병핫팩)
1613,2021,12,수량,육개장사발면
1614,2021,12,수량,신라면
1615,2021,12,수량,제주삼다수 500ml
1616,2021,12,수량,테라캔 355ml
1617,2021,12,수량,보온대
1618,2021,12,수량,참이슬fresh
1619,2021,12,수량,코카콜라
1620,2021,12,수량,몬스터에너지 울트라
1621,2022,01,금액,몬스터에너지 울트라
1622,2022,01,금액,테라캔 355ml
1623,2022,01,금액,홍삼보운
1624,2022,01,금액,카스맥주(캔)
1625,2022,01,금액,홍삼원세트
1626,2022,01,금액,다이아몬드 리페어 퍼펙트 세트
1627,2022,01,금액,닥터지 블랙 스네일 크림_50ml
1628,2022,01,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1629,2022,01,금액,Dr.G레드-블래미쉬클리어크림_70ml
1630,2022,01,금액,참이슬fresh
1631,2022,01,수량,카스맥주(캔)
1632,2022,01,수량,보온대
1633,2022,01,수량,테라캔 500ml
1634,2022,01,수량,신라면
1635,2022,01,수량,카스캔500ml
1636,2022,01,수량,테라캔 355ml
1637,2022,01,수량,카스캔355ml
1638,2022,01,수량,참이슬fresh
1639,2022,01,수량,코카콜라
1640,2022,01,수량,몬스터에너지 울트라
1641,2022,02,금액,Dr.G레드-블래미쉬클리어크림_70ml
1642,2022,02,금액,다이아몬드 리페어 퍼펙트 세트
1643,2022,02,금액,닥터지 레드 블레미쉬 멀티 플루이드_100ml
1644,2022,02,금액,닥터지 블랙 스네일 크림_50ml
1645,2022,02,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1646,2022,02,금액,몬스터에너지 울트라
1647,2022,02,금액,에쎄 체인지 히말라야
1648,2022,02,금액,참이슬fresh
1649,2022,02,금액,카스맥주(캔)
1650,2022,02,금액,테라캔 355ml
1651,2022,02,수량,맛있는오뚜기밥
1652,2022,02,수량,몬스터에너지 울트라
1653,2022,02,수량,신라면
1654,2022,02,수량,육개장사발면
1655,2022,02,수량,제주삼다수 500ml
1656,2022,02,수량,참이슬fresh
1657,2022,02,수량,카스맥주(캔)
1658,2022,02,수량,코카콜라
1659,2022,02,수량,테라캔 355ml
1660,2022,02,수량,테라캔 500ml
1661,2022,03,금액,참이슬 fresh
1662,2022,03,금액,Dr.G레드-블래미쉬클리어크림_70ml
1663,2022,03,금액,다이아몬드 리페어 퍼펙트 세트
1664,2022,03,금액,닥터지 블랙 스네일 크림_50ml
1665,2022,03,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1666,2022,03,금액,몬스터에너지 울트라
1667,2022,03,금액,에쎄 체인지 히말라야
1668,2022,03,금액,카스맥주(캔)
1669,2022,03,금액,카스캔
1670,2022,03,금액,테라캔 355ml
1671,2022,03,수량,참이슬 fresh
1672,2022,03,수량,몬스터에너지 울트라
1673,2022,03,수량,신라면
1674,2022,03,수량,육개장사발면
1675,2022,03,수량,제주삼다수 500ml
1676,2022,03,수량,카스맥주(캔)
1677,2022,03,수량,카스캔
1678,2022,03,수량,코카콜라
1679,2022,03,수량,테라캔 355ml
1680,2022,03,수량,테라캔 500ml
1681,2022,04,금액,참이슬fresh
1682,2022,04,금액,Dr.G레드-블래미쉬클리어크림_70ml
1683,2022,04,금액,다이아몬드 리페어 퍼펙트 세트
1684,2022,04,금액,닥터지 레드 블레미쉬 멀티 플루이드_100ml
1685,2022,04,금액,닥터지 블랙 스네일 크림_50ml
1686,2022,04,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1687,2022,04,금액,몬스터에너지 울트라
1688,2022,04,금액,에쎄 체인지 히말라야
1689,2022,04,금액,카스맥주(캔)
1690,2022,04,금액,테라캔 355ml
1691,2022,04,수량,카스캔355ml
1692,2022,04,수량,카스캔500ml
1693,2022,04,수량,참이슬fresh
1694,2022,04,수량,몬스터에너지 울트라
1695,2022,04,수량,신라면
1696,2022,04,수량,육개장사발면
1697,2022,04,수량,카스맥주(캔)
1698,2022,04,수량,카스캔
1699,2022,04,수량,코카콜라
1700,2022,04,수량,테라캔 355ml
1701,2022,05,금액,다이아몬드 리페어 퍼펙트 세트
1702,2022,05,금액,닥터지 블랙 스네일 크림_50ml
1703,2022,05,금액,참이슬fresh 360ml
1704,2022,05,금액,Dr.G레드-블래미쉬클리어크림_70ml
1705,2022,05,금액,테라캔 355ml
1706,2022,05,금액,메디힐 캘러스 멀티 골드 리프팅 크림
1707,2022,05,금액,카스맥주(캔) 355ml
1708,2022,05,금액,몬스터에너지 울트라
1709,2022,05,금액,홍삼진고
1710,2022,05,금액,닥터지 메디유브이 울트라선
1711,2022,05,수량,테라캔 355ml
1712,2022,05,수량,참이슬fresh 360ml
1713,2022,05,수량,카스캔 355ml
1714,2022,05,수량,코카콜라
1715,2022,05,수량,몬스터에너지 울트라
1716,2022,05,수량,카스캔 500ml
1717,2022,05,수량,포카리캔
1718,2022,05,수량,테라캔 500ml
1719,2022,05,수량,신라면
1720,2022,05,수량,파워에이드마운틴블라스트